stage,round,train_loss,communication_bytes,val_micro_auprc,val_macro_auprc,val_micro_auroc,val_macro_auroc,val_precision_at_5,val_recall_at_5,val_brier,val_ece_15
fedavg_graph_gru_pretrain,0,,0,0.03966917338743766,0.038939902918340916,0.7770845248176996,0.764993556513827,0.026106235565819865,0.3050409619505017,0.02354948747484754,0.07081516826819274
fedavg_tfedgsp_fulljoint_logitres,0,,0,0.03966917338743766,0.038939902918340916,0.7770845248176996,0.764993556513827,0.026106235565819865,0.3050409619505017,0.02354948747484754,0.07081516826819274
fedavg_tfedgsp_fulljoint_logitres,1,0.44870359860748477,4121272,0.03958563746654626,0.03892345900645127,0.7766487885305904,0.7649850850434796,0.026124711316397223,0.3057465563880846,0.023455416523722718,0.07037268831987899
fedavg_tfedgsp_fulljoint_logitres,2,0.4497273401788001,4121272,0.039494667707453225,0.038925829100607816,0.7761889897670546,0.7649586942891569,0.026161662817551962,0.30666428659255834,0.023359007320024643,0.06994160320985862
fedavg_tfedgsp_fulljoint_logitres,3,0.45105149596041727,4121272,0.03940713923774963,0.03893268904195942,0.7757286013474478,0.764926502676858,0.026124711316397223,0.3067409510424216,0.023263452890444153,0.06949732246970095
fedavg_tfedgsp_fulljoint_logitres,4,0.45114679728372914,4121272,0.03932023962242578,0.03893680830683672,0.7752582817669853,0.764882515511438,0.026143187066974594,0.30680098946701334,0.023180838265935033,0.06910103159205558
fedavg_tfedgsp_fulljoint_logitres,5,0.4532338723846531,4121272,0.03923565058630429,0.03894002656546731,0.7747980782753577,0.7648409110306075,0.026143187066974594,0.30714120720636656,0.02311677594930353,0.06875487918346848
fedavg_tfedgsp_fulljoint_logitres,6,0.45287400175796827,4121272,0.03915031747702811,0.038916099064348064,0.7743475438752206,0.7647887744402219,0.026161662817551962,0.3067809766588161,0.023027628054898983,0.06835487301509462
fedavg_tfedgsp_fulljoint_logitres,7,0.45501180459528123,4121272,0.039070746957434344,0.03890012710975545,0.7738783514748228,0.7647170034925841,0.026180138568129327,0.3069911111448872,0.022955819126664553,0.06798598639392497
fedavg_tfedgsp_fulljoint_logitres,8,0.45535539850635665,4121272,0.03899802918519599,0.038884981186550927,0.7734108315278453,0.7646582329585094,0.026161662817551962,0.30671555017047897,0.022893931663333228,0.06766876103305458
fedavg_tfedgsp_fulljoint_logitres,9,0.45592479211677395,4121272,0.03892798175102734,0.0388575893601015,0.7729538665654406,0.7645960304236933,0.026143187066974594,0.3065154220885065,0.022835023071665274,0.06735310834575439
fedavg_tfedgsp_fulljoint_logitres,10,0.4577733393324641,4121272,0.038861336309498895,0.038856509964235404,0.7725091031511118,0.7645218081486947,0.0261986143187067,0.30747603688197434,0.022776564896893853,0.06704963544326757
fedavg_tfedgsp_fulljoint_logitres,11,0.45888290768166345,4121272,0.03878890662794846,0.03884804441887432,0.7720490086789311,0.7644449797286893,0.026161662817551962,0.307223875498689,0.022715315064722883,0.06673596486690384
fedavg_tfedgsp_fulljoint_logitres,12,0.459824589697824,4121272,0.03872342171703601,0.03879863272804657,0.7715950397259133,0.7643589741368777,0.026180138568129327,0.30776422132001463,0.022666557638753453,0.06645768909617773
fedavg_tfedgsp_fulljoint_logitres,13,0.4601384995904189,4121272,0.03866326359264045,0.038790159058138506,0.771159098256808,0.764281705941804,0.026217090069284067,0.308154471079861,0.02260896354016811,0.06617263552635562
fedavg_tfedgsp_fulljoint_logitres,14,0.46125533390675555,4121272,0.03859784413611709,0.038770360705858736,0.7706872460637015,0.7641857329422443,0.026180138568129327,0.30787229048427983,0.02256258957184043,0.06591360321884364
fedavg_tfedgsp_fulljoint_logitres,15,0.46109584651140634,4121272,0.03853581641636786,0.038755329824368745,0.7702250573261853,0.7640866579540261,0.026161662817551962,0.30776507901179456,0.022519675271051712,0.06567231749605222
fedavg_tfedgsp_fulljoint_logitres,16,0.463059900709835,4121272,0.03847388486503277,0.03875076588796128,0.7697593477360647,0.7639830227566737,0.026143187066974594,0.30767502137490693,0.022471139019082112,0.06542250780654459
fedavg_tfedgsp_fulljoint_logitres,17,0.4642015673271641,4121272,0.03841439136258858,0.03873672130082931,0.7693049118839296,0.7638738890234218,0.026106235565819865,0.3076121239777156,0.02243885219758766,0.06520931453774359
fedavg_tfedgsp_fulljoint_logitres,18,0.4658028039797657,4121272,0.03836506447728699,0.038721462384814234,0.7688663817753573,0.7637658610961011,0.026087759815242494,0.3074320087039404,0.02240438021321782,0.06499941350046316
fedavg_tfedgsp_fulljoint_logitres,19,0.46579501484300256,4121272,0.03831309252418485,0.038698885790426775,0.7684262653369662,0.7636519955624214,0.026069284064665132,0.30730192545065826,0.02236807902447969,0.06479351340073182
fedavg_tfedgsp_fulljoint_logitres,20,0.4669126555089095,4121272,0.03826691666539268,0.03867301227524404,0.7680012617414116,0.7635450948272542,0.026069284064665132,0.30730192545065826,0.02233337711304719,0.06459502751086346
fedavg_tfedgsp_fulljoint_logitres,21,0.4668936382791373,4121272,0.03822030819512735,0.03863777407264105,0.7675710424723523,0.7634247333710068,0.026069284064665132,0.30742200229984173,0.02230865578585507,0.06441951214136929
fedavg_tfedgsp_fulljoint_logitres,22,0.4692841841704694,4121272,0.038177094107111904,0.038618345258156016,0.7671424359513946,0.7632958681027863,0.026106235565819865,0.3078722904842798,0.02226317574781267,0.06421171521994042
fedavg_tfedgsp_fulljoint_logitres,23,0.4693892667736744,4121272,0.03813503640258337,0.03860253991495965,0.7667359223358227,0.7631827733460288,0.026143187066974594,0.30841263630560545,0.02223273130272849,0.06402936340134562
fedavg_tfedgsp_fulljoint_logitres,24,0.47048208993152446,4121272,0.03808781833216192,0.038586046258047554,0.7663053858712483,0.7630542632592148,0.026143187066974594,0.30859275157938065,0.02221196508500037,0.0638603310562229
fedavg_tfedgsp_fulljoint_logitres,25,0.4707423091291271,4121272,0.038039108071432966,0.038558444058366885,0.765876248342807,0.7629203955308264,0.026143187066974594,0.30859275157938065,0.02217552219136006,0.06367271051444746
fedavg_tfedgsp_fulljoint_logitres,26,0.4723474995815463,4121272,0.0379917383656033,0.03852638951874465,0.7654590492363457,0.762769290567258,0.02623556581986143,0.3096134047974402,0.022141886915008707,0.06347940437125435
fedavg_tfedgsp_fulljoint_logitres,27,0.472146873615814,4121272,0.03795094087821697,0.0385037293707801,0.765058067433062,0.762639698639735,0.026180138568129327,0.3091330974007063,0.02211892267019156,0.0633273688417338
fedavg_tfedgsp_fulljoint_logitres,28,0.473220511415938,4121272,0.037911753619121275,0.03847683682696589,0.7646515728386536,0.762516562716514,0.0261986143187067,0.3090730589761146,0.02209170302202528,0.063171670509201
fedavg_tfedgsp_fulljoint_logitres,29,0.474092346085726,4121272,0.03787447535498748,0.03844565172664899,0.7642674534730125,0.7623743818746154,0.026161662817551966,0.3084726747301972,0.02207803137243579,0.06303760408354472
fedavg_tfedgsp_fulljoint_logitres,30,0.47576286677009644,4121272,0.0378357414795489,0.03841443110982837,0.7638565875334165,0.7622350709601231,0.026161662817551966,0.30874284764086,0.02206747648535193,0.06292150493193979
